,Country,Region,Happiness score,Whisker-high,Whisker-low,Dystopia (1.88) + residual,Explained by: GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption
122,Georgia,Central and Eastern Europe,4.519100189208984,4.60277795791626,4.435422420501709,1.6620731353759766,0.8858687281608582,0.6656500101089478,0.7523797154426575,0.3461224138736725,0.04315635934472084,0.16381590068340302
123,Malawi,Sub-Saharan Africa,3.4098000526428223,3.5254180431365967,3.294182062149048,1.412618637084961,0.19097334146499634,0.5601367354393005,0.4953860938549042,0.4434252977371216,0.21809551119804382,0.08918379992246628
124,Sri Lanka,Southern Asia,4.365900039672852,4.489637851715088,4.242162227630615,0.5593259334564209,0.9494103789329529,1.264864444732666,0.8314140439033508,0.47038665413856506,0.24393492937088013,0.04652508348226547
125,Cameroon,Sub-Saharan Africa,5.043700218200684,5.169899940490723,4.9175004959106445,2.6494622230529785,0.5489600300788879,0.9101106524467468,0.3305028975009918,0.3809807002544403,0.18687231838703156,0.036784157156944275
126,Bulgaria,Central and Eastern Europe,5.011000156402588,5.09769868850708,4.924301624298096,1.1952710151672363,1.0915120840072632,1.5134251117706299,0.8149205446243286,0.31078457832336426,0.08073630183935165,0.004361032973974943
127,Egypt,Middle East and Northern Africa,4.165500164031982,4.2523298263549805,4.078670501708984,1.1866881847381592,0.9125237464904785,1.0390129089355469,0.643696129322052,0.24102796614170074,0.07568655908107758,0.06682801246643066
128,Yemen,Middle East and Northern Africa,3.3798000812530518,3.478829860687256,3.2807703018188477,1.1388423442840576,0.2869105041027069,1.1626684665679932,0.4625399708747864,0.14306974411010742,0.10846546292304993,0.07734431326389313
129,Mali,Sub-Saharan Africa,4.390399932861328,4.4982171058654785,4.282582759857178,2.060654640197754,0.38486212491989136,1.104720115661621,0.30786097049713135,0.3273131549358368,0.15306846797466278,0.05194089561700821
130,Congo (Brazzaville),Sub-Saharan Africa,4.811500072479248,4.955009937286377,4.667990207672119,2.262392997741699,0.6726499199867249,0.7988681793212891,0.5081528425216675,0.37183520197868347,0.10494236648082733,0.09264898300170898
131,Comoros,Sub-Saharan Africa,3.9728000164031982,4.196162700653076,3.7494373321533203,1.941131591796875,0.274484246969223,0.7571339011192322,0.5054179430007935,0.1416412889957428,0.2749119699001312,0.0780986025929451
132,Uganda,Sub-Saharan Africa,4.1894001960754395,4.318986892700195,4.059813499450684,1.6769499778747559,0.33238711953163147,1.0694080591201782,0.4428121745586395,0.3558051586151123,0.2521456182003021,0.05985342338681221
133,Senegal,Sub-Saharan Africa,4.681099891662598,4.764492511749268,4.597707271575928,2.0092642307281494,0.4499541223049164,1.1342391967773438,0.5710835456848145,0.2916709780693054,0.15307527780532837,0.07178430259227753
134,Gabon,Sub-Saharan Africa,4.799200057983398,4.911694526672363,4.686705589294434,1.5963401794433594,1.0566534996032715,1.182883381843567,0.5711866617202759,0.29466962814331055,0.04284423217177391,0.05462770536541939
135,Niger,Sub-Saharan Africa,4.627500057220459,4.765244483947754,4.489755630493164,2.741546630859375,0.1380634754896164,0.7736022472381592,0.36562997102737427,0.3183773159980774,0.1879250407218933,0.10234395414590836
136,Cambodia,Southeastern Asia,4.69980001449585,4.810234069824219,4.5893659591674805,1.4645013809204102,0.5738133788108826,1.1224476099014282,0.6371006965637207,0.6087072491645813,0.2316792607307434,0.06158772110939026
137,Tanzania,Sub-Saharan Africa,3.2307000160217285,3.347132682800293,3.114267349243164,0.530644416809082,0.47585374116897583,0.8848550915718079,0.4987725019454956,0.41715070605278015,0.2762937545776367,0.14716677367687225
138,Madagascar,Sub-Saharan Africa,3.9326999187469482,4.03285026550293,3.832549810409546,1.8306303024291992,0.27407562732696533,0.9161070585250854,0.5545480251312256,0.1477936953306198,0.16899451613426208,0.04051294922828674
139,Central African Republic,Sub-Saharan Africa,3.0829999446868896,3.2265818119049072,2.939418077468872,2.4556493759155273,0.02640831097960472,0.0,0.10534553974866867,0.22527660429477692,0.23505006730556488,0.03526780381798744
140,Chad,Sub-Saharan Africa,4.3495001792907715,4.483959197998047,4.215041160583496,2.5911645889282227,0.34995996952056885,0.7664458155632019,0.1918342113494873,0.1737397313117981,0.19825297594070435,0.07813439518213272
141,Guinea,Sub-Saharan Africa,4.53439998626709,4.666930198669434,4.401869773864746,2.325223445892334,0.3798447251319885,0.8287256360054016,0.37532520294189453,0.3323894143104553,0.20654252171516418,0.08632654696702957
142,Ivory Coast,Sub-Saharan Africa,4.94379997253418,5.072391986846924,4.8152079582214355,2.7390573024749756,0.5692628622055054,0.8075063824653625,0.23180216550827026,0.3518376052379608,0.15391044318675995,0.09038081765174866
143,Burkina Faso,Sub-Saharan Africa,4.5868000984191895,4.6947174072265625,4.478882789611816,2.274949789047241,0.33089983463287354,1.055916666984558,0.379970908164978,0.2545377016067505,0.17732083797454834,0.11317538470029831
144,Afghanistan,Southern Asia,3.2032999992370605,3.2775120735168457,3.1290879249572754,1.7930601835250854,0.3496309220790863,0.5170032382011414,0.3606162667274475,0.0,0.15815141797065735,0.024875212460756302
145,Rwanda,Sub-Saharan Africa,3.3338000774383545,3.4251880645751953,3.2424120903015137,0.467254638671875,0.35948818922042847,0.7110477685928345,0.6139958500862122,0.5545697808265686,0.21665450930595398,0.4108257591724396
146,Benin,Sub-Saharan Africa,4.883200168609619,5.021675109863281,4.744725227355957,3.0494983196258545,0.3932730555534363,0.4374612271785736,0.39660194516181946,0.3494412899017334,0.17539404332637787,0.08153358846902847
147,Syria,Middle East and Northern Africa,3.461899995803833,3.6635687351226807,3.2602312564849854,1.541491985321045,0.6187561750411987,0.37767958641052246,0.4395654499530792,0.012818205170333385,0.3307918608188629,0.140809565782547
148,Burundi,Sub-Saharan Africa,3.7753000259399414,3.985260009765625,3.565340042114258,2.325385332107544,0.04582187160849571,0.44745975732803345,0.3802982270717621,0.21990875899791718,0.17604026198387146,0.18036894500255585
149,Togo,Sub-Saharan Africa,4.08489990234375,4.197439193725586,3.972360610961914,2.2725577354431152,0.2752613127231598,0.5723519921302795,0.4097820520401001,0.29296672344207764,0.1766251176595688,0.08530537784099579
150,Taiwan Province of China,Southeastern Asia,6.446199893951416,6.527850151062012,6.36454963684082,2.0449862480163574,1.368086576461792,1.4304157495498657,0.9137032628059387,0.35055339336395264,0.2416965216398239,0.09679590165615082
151,Hong Kong S.A.R. of China,Southeastern Asia,5.4303998947143555,5.523323059082031,5.33747673034668,0.6090688705444336,1.4379992485046387,1.27659273147583,1.122139811515808,0.4396277070045471,0.257670521736145,0.2873295247554779
152,Somalia,Sub-Saharan Africa,4.667900085449219,4.811047554016113,4.524752616882324,2.628904104232788,0.0,0.697799801826477,0.26834893226623535,0.5593251585960388,0.24306419491767883,0.2704988420009613
153,Namibia,Sub-Saharan Africa,4.639200210571289,4.777171611785889,4.5012288093566895,1.4432432651519775,0.8785367608070374,1.312795639038086,0.47746896743774414,0.40089476108551025,0.07006358355283737,0.05622149631381035
154,Gambia,Sub-Saharan Africa,4.516300201416016,4.66801118850708,4.364589214324951,2.0234217643737793,0.3078133165836334,0.9390590190887451,0.4279957115650177,0.38225099444389343,0.26864105463027954,0.16713032126426697
155,South Sudan,Sub-Saharan Africa,2.85260009765625,3.004615068435669,2.700585126876831,1.3743411302566528,0.30584263801574707,0.5749359130859375,0.29464808106422424,0.010213722474873066,0.20208372175693512,0.09052890539169312
